"name","licence_type","town","expiry"
"TOWDAH LOGISTICS LIMITED","Final clearance only",,"31.12.2026"
"TRADESMART SUPPLIES LIMITED","Final clearance only","NDOLA","31.12.2026"
"TRANS MERIDIAN INTERNATIONAL LOGISTICS LTD","Final clearance only","NAKONDE","31.12.2026"
"TRANSCROSS LOGISTICS AND CONSULTANCY LIMITED","Final clearance only","LUSAKA","31.12.2024"
"TRANSEA GLOBAL CLEARING AND FORWARDING LIMITED","Final clearance only","LUSAKA","31.12.2024"
"TRANSIMAKA LOGISTICS LIMITED","Final clearance only","LUSAKA","31.12.2024"
"TRANSITEX LOGISTICS ZAMBIA LIMITED","Final clearance only",,"31.12.2025"
"TRANSLINK FREIGHT LIMITED","Final clearance only","KITWE","31.12.2026"
"TRANSMOL SERVICES LIMITED","Final clearance only","NDOLA","31.12.2026"
"TREK CARGO AND LOGISTICS LIMITED","Final clearance only","CHIRUNDU","31.12.2024"
"TREND SETTERS LOGISTICS LIMITED","Final clearance only","LUANSHYA","31.12.2024"
"TRENDING EXPRESS CARGO LIMITED","Final clearance only","NAKONDE","31.12.2024"
"TRIANGLE FREIGHT LIMITED","Final clearance only",,"31.12.2026"
"TRIBUTE CARGO SEVICES LIMITED","Final clearance only","LUSAKA","31.12.2026"
"TRIDENT LOGISTICS LIMITED","Final clearance only","LUSAKA","31.12.2025"
"TRIPLE J + GE INVESTMENTS LIMITED","Final clearance only","CHINGOLA","31.12.2026"
"TRIPLE M LOGISTICS LIMITED","Final clearance + RIT","KITWE","31.12.2024"
"TRIPLE P FREIGHT LOGISTICS LIMITED","Final clearance only","LUSAKA","31.12.2026"
"TRIPLE TWO CLEARING AND TRADING LIMITED","Final clearance only","NDOLA","31.12.2025"
"TRISGET GENERAL DEALERS LIMITED","Final clearance only","LUSAKA","31.12.2025"
"TROJAN CARGO MANAGEMENT AND LOGISTICS LIMITED","Final clearance only","CHIRUNDU","31.12.2026"
"TROPET LOGISTICS LIMITED","Final clearance only",,"31.12.2024"
"TRUCKBULL ZAMBIA LIMITED","Final clearance only",,"31.12.2026"
"TRUDEAL LOGISTICS LIMITED","Final clearance only","LIVINGSTONE","31.12.2024"
"TRUELINE CARGO SERVICES","Final clearance only","CHILILABOMBWE","31.12.2025"
"TRUENORTH CARGO MANAGEMENT AND LOGISTICS LIMITED","Final clearance only","KASAMA","31.12.2024"
"TRUST LINKED INVESTMENTS ZAMBIA","Final clearance only","KAZUNGULA","31.12.2026"
"TRUSTECH IMPORTS AND EXPORTS","Final clearance only","KAZUNGULA","31.12.2026"
"TRUSTECH ZAMBIA LIMITED","Final clearance only",,"31.12.2024"
"TRUSTEDGUY CARGO LIMITED","Final clearance only","LUSAKA","31.12.2026"
"TULIPAMWE TRANSPORT AND LOGISTICS LIMITED","Final clearance only","LUSAKA","31.12.2026"
"TUMIZA LOGISTICS LIMITED","Final clearance only","CHILANGA","31.12.2026"
"TUSHIYA LOGISTICS ZAMBIA LIMITED","Final clearance only","NAKONDE","31.12.2026"
"TWANGE FREIGHT LIMITED","Final clearance only","LIVINGSTONE","31.12.2026"
"TWAWEZA CLEARING AND GENERAL DEALERS LIMITED","Final clearance only","LUSAKA","31.12.2024"
"TWIKA CARGO MANAGEMENT AND LOGISTICS LIMITED","Final clearance only","LUSAKA","31.12.2025"
"TWINE LOGISTICS LIMITED","Final clearance only","LUSAKA","31.12.2024"
"TWO LOGIX FREIGHT LIMITED","Final clearance only","LIVINGSTONE","31.12.2024"
"TWO SAMUEL ONE INVESTMENT LIMITED","Final clearance only","NAKONDE","31.12.2024"
"TWOFOLD MEDIA AND LOGISTICS LIMITED","Final clearance only","LUSAKA","31.12.2024"
"TYCHE LOGISTICS LIMITED","Final clearance only","LUSAKA","31.12.2025"
"ULTIMA CLEARING AND FORWARDING LIMITED RIT ONLY LIVINGSTONE","Final clearance only",,"31.12.2026"
"ULTIMATE ENVOYS LIMITED","Final clearance only","NDOLA","31.12.2024"
"ULTIMATE LOGISTICS LIMITED","Final clearance only","KITWE","31.12.2024"
"UNISYN CLEARING AND LOGISTICS LIMITED","Final clearance only","LUSAKA","31.12.2025"
"UNIVERSAL CLEARING AND FORWARDING LIMITED","Final clearance only","CHIRUNDU","31.12.2024"
"UP AND FORWARD INVESTMENTS LIMITED","Final clearance only","NDOLA","31.12.2025"
"UPFRONT CUSTOMS LIMITED","Final clearance only","MUFULIRA","31.12.2024"
"UPRIGHT LOGISTICS LIMITED","Final clearance only","NDOLA","31.12.2024"
"UPTIME CARGO SERVICES","Final clearance only","LUSAKA","31.12.2024"
"URBANSTONE TRANSPORT AND LOGISTICS LIMITED","Final clearance only","MUMBWA","31.12.2024"
"USIKATE TAMAA LOGISTICS COMPANY LIMITED","Final clearance only","LUSAKA","31.12.2025"
"UTUBAK ZAMBIA LIMITED","Final clearance only","LUSAKA","31.12.2024"
"VANRUBY INVESTMENTS LIMITED","Final clearance only",,"31.12.2026"
"VASCO LOGISTICS LIMITED","Final clearance only","MUMBWA","31.12.2025"
"VAYOS CLEARING AND FORWARDING LIMITED","Final clearance only","CHIRUNDU","31.12.2025"
"VENTURE CONNECTIONS LIMITED","Final clearance only","LUSAKA","31.12.2025"
"VERVOK CLEARING CARGO FREIGHT LIMITED","Final clearance only","LUSAKA","31.12.2024"
"VICLAM CUSTOMS CLEARING AND TRANSPORT","Final clearance only","NDOLA","31.12.2024"
"VIKWIZA LINK LOGISTICS LIMITED","Final clearance only","CHIRUNDU","31.12.2025"
"VILIMUKWIZA INVESTMENTS LIMITED","Final clearance only","LUSAKA","31.12.2024"
"VINCE CLEARING AND GENERAL DEALERS LIMITED","Final clearance only","CHIRUNDU","31.12.2024"
"VINCORE CLEARING LIMITED","Final clearance only","CHILILABOMBWE","31.12.2026"
"VINLOVE INVESTMENTS LIMITED","Final clearance only","NAKONDE","31.12.2025"
"VIOLAM FREIGHT AND LOGISTICS LIMITED","Final clearance only","NDOLA","31.12.2024"
"VIRGIN AFRICA CLEARING","Final clearance only",,"31.12.2026"
"VISIMANYIKWA GENERAL DEALERS LIMITED RIT ONLY KONDE","Final clearance only",,"31.12.2024"
"VITONE EXPRESS CARGO LIMITED","Final clearance only","NAKONDE","31.12.2025"
"VTECH LOGISTICS LIMITED","Final clearance only","CHIRUNDU",""
"VUUKA CLEARING AND FORWARDING LIMITED","Full licence","NDOLA","31.12.2024"
"W & I INVESTMENTS LIMITED","Final clearance only","LIVINGSTONE","31.12.2026"
"WACHINYA GENERAL DEARLERS LIMTED","Final clearance only","LUSAKA","31.12.2025"
"WAGTEC LOGISTICS AND GENERAL DEALERS","Final clearance only","LIVINGSTONE","31.12.2024"
"WAKAYELE CARGO AND LOGISTICS LIMITED ONLY COMPLEX CENTRE NAKONDE","Final clearance only",,"31.12.2025"
"WALOLANJI CARGO AND LOGISTICS LIMITED ONLY WAITWIKA NAKONDE","Final clearance only",,"31.12.2026"
"WALUSA LOGISTICS LIMITED","Final clearance only","NAKONDE","31.12.2026"
"WARM ZEE INVESTMENTS LIMITED","Final clearance only","SIAVONGA","31.12.2024"
"WAYMARKS FREIGHT ZAMBIA LIMITED","Final clearance only","LIVINGSTONE","31.12.2024"
"WAYNE LOGISTICS LIMITED","Final clearance only","LUSAKA","31.12.2025"
"WEBROCK LOGISTICS LIMITED","Final clearance only","LUSAKA","31.12.2026"
"WEBRUNNER CARGO LIMITED","Final clearance only","LUSAKA","31.12.2025"
"WELCABS CARGO AND LOGISTICS LIMITED","Final clearance only","CHILILABOMBWE","31.12.2026"
"WELCOME TAMANGA BOYS FOOTBALL CLUB LIMITED","Final clearance only","CHIRUNDU","31.12.2025"
"WENBREY FREIGHT AND LOGISTICS LIMITED","Final clearance only","CHIRUNDU","31.12.2024"
"WEST POINT VENTURES LIMITED","Final clearance only",,"31.12.2026"
"WESTCOST LOGISTICS LIMITED","Final clearance only","LUSAKA","31.12.2026"
"WHEATON FREIGHT AND LOGISTICS LIMITED","Final clearance only","LUSAKA","31.12.2025"
"WHITELANE LOGISTICS LIMITED","Final clearance only","LUSAKA","31.12.2024"
"WHITMANS TRAINING COLLEGE LIMITED","Final clearance only","CHIRUNDU","31.12.2024"
"WILL AND BEE INVESTMENTS LIMITED","Final clearance only","LUSAKA","31.12.2024"
"WISEMEN LOGISTICS LIMITED","Final clearance only","MUMBWA","31.12.2025"
"WIYANA SOLUTIONS LIMITED","Full licence","CHINGOLA","31.12.2025"
"WOLFWAYS LOGISTICS LIMITED","Final clearance only","LIVINGSTONE","31.12.2025"
"WONDERFUL CARGO SERVICES","Final clearance only","KATETE","31.12.2024"
"WONDERWAVE LOGISTICS LIMITED","Final clearance only","LUSAKA","31.12.2025"
"WORLD CARE LOGISTICS ZAMBIA LIMITED","Final clearance only","LUSAKA","31.12.2025"
"WORLD ROOT INVESTMENTS LIMITED","Final clearance only","LUSAKA","31.12.2024"
"WRIGHTLINE INVESTMENTS LIMITED","Final clearance only","LUSAKA","31.12.2025"
"XPERIA LOGISTICS LIMITED","Final clearance only","LUSAKA","31.12.2024"
"YAHWEH CUSTOMS AGENCY","Final clearance only","SESHEKE","31.12.2026"
"YAKATEZI ENTERPRISES LIMITED","Final clearance only","LIVINGSTONE","31.12.2024"
"YOMASH LOGISTICS LIMITED","Final clearance only","LUSAKA","31.12.2026"
"YOSAM LOGISTICS LIMITED","Final clearance only","NAKONDE","31.12.2025"
"ZALAT MOTION LOGISTICS LIMITED","Final clearance only","LUSAKA","31.12.2025"
"ZAM SOURCE LOGISTICS LIMITED","Final clearance only","CHILANGA","31.12.2024"
"ZAMBEZI ROAD CARGO SERVICES","Final clearance only","LUSAKA","31.12.2025"
"ZAMBIA CHINA ECONOMIC AND TRADE CORPORATION ZONE","Final clearance only","CHAMBISHI","31.12.2024"
"ZAMCARGO LOGISTICS LIMITED","Final clearance only","LUSAKA","31.12.2025"
"ZAMKAY CLEARING AND FORWARDING LIMITED","Final clearance only","CHIRUNDU","31.12.2026"
"ZAMOLA LOGISTICS LIMITED","Final clearance only","LIVINGSTONE","31.12.2026"
"ZAMPAK LOGISTICS LIMITED","Full licence","NAKONDE","31.12.2024"
"ZAMPOST CLEARING AND FORWARDING","Final clearance only","NDOLA","31.12.2025"
"ZAMSLOW INVESTMENTS LIMITED","Final clearance only","CHIRUNDU","31.12.2024"
"ZAMSWIFT ZAMBIA","Final clearance only","LIVINGSTONE","31.12.2026"
"ZAMTAX CARGO MANAGEMENT LIMITED","Final clearance only","LUSAKA","31.12.2025"
"ZAM-WILL LOGISTICS LIMITED","Final clearance only","LUSAKA","31.12.2025"
"ZANLET GENERAL DEALERS LIMITED","Final clearance only","SESHEKE","31.12.2025"
"ZAWADI CARGO AND LOGISTICS LIMITED","Final clearance only","LUSAKA","31.12.2024"
"ZECH CLEARING AND FORWARDING LIMITED","Final clearance only","NAKONDE","31.12.2025"
"ZECHMWA INVESTMENTS LIMITED","Final clearance only","NAKONDE","31.12.2025"
"ZEGA LIMITED","Final clearance only","LUSAKA","31.12.2026"
"ZEKA RESOURCES LIMITED","Final clearance only","SOLWEZI","31.12.2025"
"ZELITH TRANSPORT AND LOGISTICS LIMITED","Final clearance only",,"31.12.2026"
"ZEVYANJI GENERAL DEALERS LIMITED","Final clearance only","NAKONDE","31.12.2024"
"ZIMOZA CLEARING AND FORWARDING COMPANY LIMITED","Final clearance only","LUSAKA","31.12.2024"
"ZION CARGO MANAGEMENT LIMITED","Final clearance only","LUSAKA","31.12.2024"
"ZM EXPORTS ZAMBIA LIMITED","Final clearance only","LIVINGSTONE","31.12.2024"
"ZOE FREIGHT LOGISTICS (Z) LIMITED","Full licence","MUMBWA","31.12.2025"
"ZONGHEN LOGISTICS LIMITED","Final clearance only","KITWE","31.12.2026"
"ZOOM CLEARING CARGO LIMITED","Final clearance only","LUSAKA","31.12.2025"
"ZUBES BUSINESS SOLUTIONS LIMITED","Final clearance only",,"31.12.2025"
"ZUMART LOGISTICS LIMITED","Final clearance only","LIVINGSTONE","31.12.2024"
