"holder","segment","licenses","mining_lics","hectares","main_commodities","lics_in_default_2025","lics_cancelled_2024","registry_discrepancy","likely_reason","already_researched","existing_contact"
"VINEYARD MULTI-PURPOSE CO-OPERATIVE SOCIETY LIMITED","gold","1","1","7","Gold/Silver/Cobalt","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Broadway Mining Cooperative Society Limited","gold","1","1","7","Gold/Copper","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"Vic-Chafi MultIpurpose Cooperative Society Limited","gemstones","1","1","7","Quartz/Aquamarine","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Kambishi Multi-purpose Co-operative Society Limited","gemstones","1","1","7","Emerald/Copper/Cobalt","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"KAFWA MULT-PURPOSE CO-OPERATIVE SOCIETY LIMITED","gemstones","1","1","7","Gold/Mineral Sands/Amethyst","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Mango Mining Co-operative Society Limited","critical_battery","1","1","7","Gold/Nickel/Cobalt","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Mapatizya Central Multi-Purpose Cooperative Society","gemstones","1","1","7","Lithium/Lead/Mica","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Mandala Multi-purpose Co-operative Society Limited","industrial_minerals","1","1","7","Quartz","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"Kalonga Community Muilti-Purpose Co-operative Society","critical_battery","1","1","7","Silver/Tin/Zinc","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"Kakafita Multi-Purpose Co-Operative Society Limited","base_metals","1","1","7","Iron Ore/Zinc/Cobalt","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"Kajila-Nkeke Mining Multi-Purpose Co-Operative Society Limited","critical_battery","1","1","7","Nickel/Magnesite/Quartz","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"Mkumbacanoka Mining Co-operatives  Society Limited","gemstones","1","1","7","Silica/Quartz/Manganese","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Kadesh Multi Purpose Cooperative Society Limited","industrial_minerals","1","1","7","Feldspar/Clay (General)","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"Mazalazambwe Multi-purpose Co-operative Society Limited","critical_battery","1","1","7","Iron Ore/Lead/Nickel","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"MUKUNGULE MULTI PURPOSE CO-OPERATIVE SOCIETY LIMITED","gold","1","1","7","Gold/Copper","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Mufwashi New Multi-purpose Co-operative Society Limited","gold","1","1","7","Lead/Zinc/Gold","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Mulev Mining And Agricultural Multi Purpose Cooperative Society Limited","gemstones","1","1","7","Manganese/Quartz/Silica","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Mukuni Mining Cooperative Society Limited","gemstones","1","1","7","Tourmaline/Zinc/Copper","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Mukuta Bulongo Multipurpose Society Limited","gold","1","1","7","Gold","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Kamaluba Youth Mult-purpose Cooperative Society Limited","gold","1","1","7","Iron Ore/Lead/Silver","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Kalumbila Multi-purpose Cooperative Society","gemstones","1","1","7","Limestone (General)/Iron Ore/Anhydrite","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"kachiba-biyo Multipurpose Cooperative Society","gemstones","1","1","7","Lithium/Gemstones/Tin","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Mugwazo Mining Co-operative Society Limited","gold","1","1","7","Gold/Copper/Cobalt","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"Mukala Mineral  Co-operation Society Limited","gold","1","1","7","Gold/Copper/Cobalt","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Mindende Mult-purpose Cooperative Society Limited","gold","1","1","7","Silver/Zinc/Gold","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"Southern Minerals Co-operative Society Limited","construction_materials","1","1","7","Sand and Gravel/Granite/Crushed/Broken Stone","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"Chimwelelende Mining Cooperative Society Limited","gemstones","1","1","7","Quartz/Sand and Gravel/Granite","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Southern Minerals And Mining Cooperative Society Limited","gemstones","1","1","7","Quartz/Manganese/Lithium","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Tukali Youth Multi-Purpose Co-operative","gold","1","1","7","Gold/Copper/Cobalt","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Chau Ubuntu Multi- Purpose Co-operative Limited","gemstones","1","1","7","Iron Ore/Anhydrite/Gypsum","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Chibulu Tulipamo Mining Co-operative Society Limited","gemstones","1","1","7","Manganese/Zinc/Gold","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"Sunrain Purifield Construction Ltd","construction_materials","1","1","7","Granite","1","1","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","no"
"Chipe Chipe Youth Multi-Purpose Co-operative Society Limited","gold","1","1","7","Gold/Copper/Cobalt","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"Sitepe Cooperative Society Limited","gemstones","1","1","7","Manganese/Malachite/Nickel","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Chisokota Multi-purpose Co-operative Society Limited","critical_battery","1","1","7","Lead/Manganese/Zinc","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Central Province Co-operative Union Limited","critical_battery","1","1","7","Manganese/Lead/Zinc","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Chao Chikupi Mining Cooperative","gold","1","1","7","Gold/Copper/Cobalt","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"CHAKWANGA MULTI PURPOSE COOPERATION SOCIETY LIMITED","critical_battery","1","1","7","Gold/Manganese/Cobalt","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"TILITOSE CHIMUTENGO MULTIPURPOSE COOPERATIVE SOCIETY LIMITED","gemstones","1","1","7","Nickel/Anhydrite/Zinc","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Chakumbila Mining Co-operative Society Limited","gold","1","1","7","Iron Ore/Gold/Copper","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Centralpit Learn Multi-purpose Co-operative Society Limited","critical_battery","1","1","7","Silica/Graphite","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Tusuwa Multipurpose Cooperative Society Limited","gemstones","1","1","7","Beryllium/Feldspar/Amethyst","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Central Youth Muilt Purpose Cooperative Society Limited","critical_battery","1","1","7","Zinc/Manganese/Lead","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Tunjile Multi-Purpose Co-operative Society Limited","base_metals","1","1","7","Malachite/Copper","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"Chakumbila Multi-Purpose Co-operative Society Limited","gold","1","1","7","Iron Ore/Gold/Copper","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Tumelo Mining Cooperative Society Limited","gemstones","1","1","7","Iron Ore/Gold/Quartz","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Sunshine Eagle Mining Ltd","gold","1","1","4","Gold/Silver/Cobalt","1","1","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","no"
"City Multipurpose Cooperative Society","gemstones","1","1","3","Tin/Tantalum/Tungsten","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"Ameya Marble Limited","industrial_minerals","1","1","3","Limestone (General)","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","yes"
"Silchil Construction Solutions Ltd","construction_materials","1","1","3","Sandstone/Lightweight Aggregate","0","1","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","no"
"Doug Morgar Multi-Purpose Co-operative Society Limited","gemstones","1","1","3","Amethyst","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Kafunyi Mining Multi purpose Cooperative Society Limited","gold","1","1","3","Gold/Copper","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"Twavwane Multi-Purpose Cooperative Society Limited","gemstones","1","1","3","Emerald/Diamond/Manganese","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Musanza Exploration and Mining Co-operative Society Limited","construction_materials","1","1","2","Stone/Granite","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"KUKUMBA NA KULIMA MULTI-PURPOSE CO-OPERATIVE SOCIETY LIMITED","gemstones","1","1","2","Palladium/Nickel/Manganese","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"STREAMVILLE HOLDING LIMITED  i","gold","1","1","2","Gold/Copper","0","0","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'STREAMVILLE HOLDING LIMITED'","yes","yes"
"Champalesa Nemwine Multi-Purpose Co-operative Limited","gemstones","1","1","2","Gold/Mineral Sands/Amethyst","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Kachoma Mining Cooperative Society Limited","gemstones","1","1","2","Silver/Nickel/Manganese","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
